state,town,latitude,longitude,total_fatalities
Borno state,Buratai village,10.90484,12.08863,30
Borno state,"Chukongudo (Chukku Nguddoa) village (on the shores of Lake Chad, 20 km from Gamboru Ngala)",12.37066,14.21731,29
Borno state,Hiang-Kukuriyi forest axis (near Hiang in Hawul council area),10.4331,12.24682,29
Borno state,Maiduguri town (Monday Market),11.84644,13.160274,29
Adamawa state,Madagali,10.88942,13.62832,29
Federal Capital territory,Abuja city,9.083333,7.533333,29
Kaduna state,at Iburu; Kajuru,10.26858,7.78896,29
Taraba state,Takum township,7.266667,9.983333,29
Kogi state,Okene LGA,7.44982,6.32209,28
Kano state,Kano town (Sabon Gari area),11.994354,8.513807,28
Gombe state,Gombe town,10.28969,11.16729,28
Borno state,"Wulge and Walamari, Ngala",12.21532,14.18319,28
Borno state,"on Nigeria's side of the border [between Nigeria and Niger]  The first phase of the operation unfolded in the Malam Fatori area, and the second in the areas of Arege, Gashiger, Asaga and Kamagunma",11.5,13,28
Borno state,Mowa Kasuwa village,11.5,13,28
Borno state,"Molai, along the Maiduguri-Damboa road, Borno state",11.755521,13.106469,28
Borno state,"MANDARARI Village, KONDUGA LGA",11.661901,13.394872,28
Adamawa state,Shuwa village,10.85219,13.54889,28
Borno state,Boboshe village,11.90069,14.02693,28
Borno state,Banki town,11.255863,14.152438,28
Borno state,Kwatar Daban Masara  ///  at Daban Masara in Kukawa Local Government Area of the State,12.803918,13.840996,28
Borno state,Gabchari village,12.00302,12.95289,28
Borno state,Gajiganna,12.252155,13.105596,28
Borno state,Gaijram,12.49303,13.20914,27
Borno state,"Gamboru town (close to the Cameroon border), Borno state",12.37066,14.21731,27
Borno state,"Chukun Gudu (near Marte)  ///  around Chikun Gudu, Kerenoa axis and environs  ///  at Chikingudu, a community in Marte local government.",12.550186,14.066448,27
Borno state,Damakar village,12.59118,13.20762,27
Borno state,Chibok LGA,10.83642,12.7705,27
Borno state,"Buraltima and Dirmanti villages, Damboa lga",11.09826,12.76417,27
Borno state,"Gulumba village, Bama LGA, Borno state",11.646278,14.103572,27
Borno state,"in Rann, in Kala Balge local government area of Borno state",12.28295,14.47243,27
Borno state,"Malam Fatori, Borno state",13.6734,13.3388,27
Borno state,Kumaliwa,12.576,13.41361,27
Borno state,Konduga town (outskirts),11.65583,13.42133,27
Borno state,"Kolori village, Damboa LGA",11.09826,12.76417,27
Borno state,"Arra near Sambisa Forest, Gwoza LGA/ at the fringes of Sambisa Forest in Borno State",11.25,13.416667,27
Borno state,"Abadam; Borno  ///  in the Gusuriya community, located in Dumbawa village; in Northern Abadam, Borno state",13.43162,13.31319,27
Borno state,Abba Jabari village,12.21285,13.10789,27
Benue state,on the Odugbeho village in Agatu Local Government Area of Nigeria's eastern state of Benue,7.805479,8.057261,27
Benue state,"Naka, Gwer West",7.5834,8.2055,27
Benue state,"Mbalagh council ward, Makurdi LGA",7.7042,8.53588,27
Borno state,Zuntur village,12.25795,13.10964,27
Taraba state,Sondi village,7.910337,9.601728,27
Taraba state,"Nwonko village, Wukari LGA",7.85,9.783333,27
Ondo state,Ilaje LGA,6.20323,4.76788,27
Plateau state,"Nkiedonwhro village, Bassa LGA  Nkyie-Doghwro community",10.083333,8.733333,27
Plateau state,"in Nigeria's central Plateau state  ///  along Rukuba road, on the outskirts of Jos, capital of Plateau state; returning from Bauchi State  ///  on Rukuba Road in Jos North; travelling to the city of Ikare in south-western Nigeria's Ondo State  ///  aroun",9.928661,8.811267,27
Edo state,Benin City town,6.335045,5.627492,26
Kaduna state,"Angwan Sankwai village, Bondon District in Kaura Local Government Area",9.61232,8.46992,26
Kaduna state,Kaduna metropolis,10.52224,7.43828,26
Borno state,"Matali, Damboa LGA",11.09826,12.76417,26
Borno state,"Mussa village, Askira/Uba lga",10.73798,13.13072,26
Borno state,near Mauro village in Benisheikh district  ///  Mauli-Borgozo area,11.51396,12.66863,26
Borno state,Pulka village,11.226071,13.783778,26
Borno state,"Sabon Tumbun and Tumbun Allura, all on the fringes of the Lake Chad",12.989201,13.832239,26
Benue state,"Mbagwen, Tiv community",7.96667,8.76667,26
Benue state,"at the Benue State border communities of Akaanya, Tse Gbum, Kpete and Ulam, all in Ukum Council",7.629936,9.645133,26
Borno state,"Asaka village, 15 kilometres from Ghashghar",13.300203,12.71668,26
Borno state,Logomani (near),12.19763,14.0223,26
Borno state,Mada,11.5,13,26
Borno state,Mafa LGA,11.925833,13.605556,26
Borno state,Maiduguri (ouskirts),11.84644,13.160274,26
Borno state,Buratai town,10.90484,12.08863,26
Borno state,"BUDUMARI Village (near), ABADAM LGA, BORNO State",13.6734,13.3388,25
Borno state,Daku (Dagou) village,10.85601,13.28069,25
Borno state,Gamborou town,12.37066,14.21731,25
Borno state,Gubio,12.499,12.7848,25
Borno state,"Maidugur town (Molai district)  Molai-Umarari village, behind the Molai Hospital, on the outskirts of Maiduguri  Molai, is about ten kilometres from Maiduguri on the Maiduguri - Damboa - Biu Road",11.84644,13.160274,25
Borno state,Limankara Village,10.98267,13.66066,25
Borno state,"Maiwa village, 20 kilometres (12 miles) from Maiduguri",11.84644,13.160274,25
Borno state,a humanitarian hub situated in Ngala Local Government Area  ///  in Ngala town  ///  the Ngala Community,12.34151,14.187534,25
Borno state,Bale Galtimari village,11.778008,13.173047,25
Anambra state,Onitsha town (around),6.14543,6.788452,25
Benue state,Okololo village,7.8677,8.0949,25
Benue state,"Igyough, Gborigyo, Mbaya, Pevin Gbor and Shiwua Tugudu villages",7.96667,8.76667,25
Borno state,Ngauramari Village in Bama local government area,11.42987,14.32478,25
Borno state,Mussa village (bush outside),10.73798,13.13072,25
Borno state,"Mballeri, Shuari 1 and Shuari 2, (near Iza)",11.38533,13.68943,25
Kaduna state,"Angwan Gata village, Bondon District in Kaura Local Government Area",9.693856,8.569912,25
Edo state,"Ekpoma, Esan West, Edo state",6.742063,6.139003,25
Plateau state,Dundu village (near Miango village) in the Kwal District of Bassa Local Government Area,9.85,8.683333,25
Plateau state,Barkin Ladi LGA (Razat village),9.54969,8.9344,25
Oyo state,Iwo Road Motor Parks,8,4,25
Plateau state,Qua'an Pan LGA,8.76078,9.16142,25
Plateau state,Rafiki area of Miango district in Bassa local government area  Mararaba Dare shortly before Rafiki Village,10.083333,8.733333,25
Yobe state,"Gashua town, Bade LGA, Yobe state",12.871,11.0482,25
Plateau state,Wase town area,9.1,9.966667,25
Rivers state,Bodo village,4.62484,7.267676,25
Sokoto state,"in Dama village in the state  ///  at Burkusuma camp, in Sabon Birni, Sokoto state; the Forward Operation Base (FOB) at Burkusuma  ///  The base, codenamed Burkusuma camp, is located in Dama village of Sabon Birni Local Government Area near the border wit",13.484695,6.264093,25
Taraba state,Jande-Ikyura in Ukum Local Government Area/ Jandeikyula village in Wukari Local Council of Taraba State (refers to same place),7.96327,9.84767,25
Taraba state,Lau Local Government Area,9.18704,11.42011,25
Yobe state,"Goniri, Yobe state",11.48451,12.31264,24
Yobe state,Yobe state,12,11.5,24
Plateau state,"Mavo village, Wase LGA",9.076944,10.059536,24
Borno state,"Monguno LGA, Borno state",12.57852,13.61727,24
Borno state,"near the village of Doksa, in Borno state",11.15345,12.1561,24
Borno state,New Marte,12.24421,13.8605,24
Borno state,"Tagoshe/Mandara Mountain general area, about 10km Southwest of Gwoza",11.03344,13.73641,24
Borno state,"Tungushe town, a few kilometers from Maiduguri, Konduga LGA",11.84644,13.160274,24
Benue state,"Mbakpase, Saghev council ward and Tse-Ali, Mbawa council ward",7.96667,8.76667,24
Adamawa state,Gombi town,10.16138,12.7399,24
Adamawa state,Gulak town,10.79942,13.4622,24
Adamawa state,"Danga community in Hong local government area of Adamawa State  ///  in Dabna, a village near the administrative area of Hong in the state of Adamawa  ///  in Dabna, a farming community three kilometres away from Gahara  ///  Dabna, a village in Dugwaba, ",10.38396,12.82425,24
Borno state,at the outskirts of Marte  ///  Marati/Matari; in Borno,12.36532,13.8293,24
Borno state,Abadam town,13.6169,13.26438,24
Borno state,Aganjara village,11.106886,13.809689,24
Borno state,Around Gubio,12.499,12.7848,24
Borno state,"around the Mandara-Gwoza Mountain range  ///  at Mandra and Gaba Mountains in Gwoza town, Borno State",11.046388,13.751003,24
Borno state,"Alagarno village, Damboa LGA",10.8583,12.2005,24
Borno state,"along Maiduguri- Damboa- Biu road, between old Nigerian Telecommunication Mast, NITEL, a.k.a Dogon Wire in Hausa, and Bullabulin village  Korowaso forest, at main road between Maiduguri to Damboa",11.439891,12.945559,24
Borno state,Malam Fatori village,13.6734,13.3388,24
Borno state,"Mafurnudi village (eight kilometres of Damboa town), Damboa lga",11.184898,12.878422,24
Borno state,Kwada village (8 km from Chibok),10.8856,12.70429,24
Borno state,Kwajafa village,10.46458,12.418,24
Borno state,"Korogilim villages (near), Chibok LGA",10.868515,12.708618,24
Borno state,"Kawuri village, Konduga LGA",11.572354,13.536488,24
Borno state,in the town of Banki in Borno,11.255863,14.152438,24
Borno state,Gumsuri village,11.05476,12.80919,24
Borno state,in and around Kollaram,12.571088,13.963203,24
Borno state,"Fatawe villag, 8 km from Gwoza",11.11273,13.61745,24
Borno state,Doron Naira,13.19304,13.61461,24
Borno state,Dure District,11.103593,13.712983,24
Borno state,city of Maiduguri,11.84644,13.160274,24
Borno state,Bula Koroge on the fringes of the Sambisa forest in Borno State,11.36489,13.67946,24
Borno state,"in the vicinity of Lake CHAD, clearing Bulakeisa, Tumbuma Babba, Abbaganaram and Dan Baure",12.989201,13.832239,23
Borno state,Maiduguri town (Gwange Ward),11.84644,13.160274,23
Borno state,"around Abadam, in the general area of Mallam Fatori",13.6169,13.26438,23
Benue state,"Ukura, Gafa, Per, Tse-Gusa, Logo local government area",7.68922,9.25049,23
Adamawa state,Lamurde,9.5705,11.71792,23
Adamawa state,MADAGALI LGA,10.85219,13.54889,23
Kaduna state,Kukum-Daji village in Kaura Local Government Area of Kaduna state,9.605383,8.358134,23
Plateau state,"Magama village, Langtang South LGA, Plateau state",8.49724,9.73141,23
Plateau state,"Riyom district, Plateau state",9.56796,8.68476,23
Ondo state,Apata area,6.02814,4.90599,23
Rivers state,Port Harcourt town (Diobu area),4.777423,7.013404,23
Yobe state,"on a Forward Operational Base at Kukareta in Damaturu Local Government Area of Yobe state, 20 kilometre from Damaturu. Kukareta village, which is 25 kilometers away from Damaturu.",11.747,11.9608,22
Yobe state,"Kukuwa-Gari village, Gujba LGA",11.38333,11.96667,22
Yobe state,"Dogon Kuka village, Yobe state",11.6708,11.4286,22
Plateau state,"Barkin Ladi LGA (Rahei village, Fan district)",9.54969,8.9344,22
Kwara state,Ilorin town,8.5,4.55,22
Kano state,Dakasoye (outside Garum Mallam),11.68566,8.36986,22
Ebonyi state,Effium community in Ohaukwu Local Government Area of Ebonyi State,6.63105,8.05814,22
Federal Capital territory,Abuja (Emab Plaza),9.083333,7.533333,22
Borno state,Yakshari village,11.09826,12.76417,22
Borno state,Shettima Aboh and Biladdili general area in Damboa,11.09826,12.76417,22
Borno state,near Gudumbali in the Lake Chad region  ///  on its way to Gudumbali from the town of Kukawa  ///  near the town of Monguno in Borno state,12.94284,13.17831,22
Adamawa state,"Waga Chakawa village, Adamawa state",10.941184,13.593701,22
Borno state,Askira town,10.64697,12.91104,22
Borno state,around Tumbun Rego area on the fringes of Lake Chad + at Arege,13.4814,13.483791,22
Borno state,Bdagu Village,11.09826,12.76417,22
Borno state,"MALLAM FATORI, KUKAWA LGA",13.6734,13.3388,22
Borno state,Maiduguru town,11.84644,13.160274,22
Borno state,Maduwari village,12.84661,13.66632,22
Borno state,Kerenoa (adjoining communities of),12.42499,13.9373,22
Borno state,Kerenoa and adjoining communities,12.42499,13.9373,22
Borno state,"escorting travellers from Maiduguri to Damboa town, when the convoy of travellers arrived Abbari village, ""we were almost getting to Damboa""  ///  outside Komala village near the town of Damboa, 90 kilometres (55 miles) from the regional capital Maidugur",11.439891,12.945559,22
Borno state,"Debiro Hawul village, Hawul lga",10.579372,12.43842,22
Borno state,in Ajiri; about 20 kilometres (12 miles) away from the Borno state capital Maiduguri  ///  Ajiri community in the Mafa local government area,11.97351,13.71187,22
Borno state,in Monguno region,12.57852,13.61727,22
Borno state,in Lamboa in Kaga Local Government Area of Borno State.,11.86447,12.63353,21
Borno state,"Gubio, Gubio Local Government Area",12.499,12.7848,21
Borno state,"Maidugiri Town (Mulai, on the outskirts of)",11.84644,13.160274,21
Borno state,Maiduguri town (Baga market),11.84644,13.160274,21
Borno state,Maikadiri village,10.7606,13.31432,21
Borno state,"Maiduguri town (Jiddari Polo, on the outskirts)",11.84644,13.160274,21
Borno state,Bita in the Gwoza hills along the Cameroonian border,11.16667,13.41667,21
Borno state,Baga town (around),13.09466,13.82343,21
Adamawa state,Wagga (Wagra) village,10.85219,13.54889,21
Adamawa state,"in Dowayan village, in the Demsa area of Adamawa state",9.45243,12.06327,21
Borno state,"Old Marte, Marte LGA",12.36532,13.8293,21
Borno state,Mussa village,10.73798,13.13072,21
Borno state,Shetimari village (around 50 km south of Maiduguiri),11.527288,12.415715,21
Borno state,"Sambisa Forest Reserve, Borno state",11.25,13.416667,21
Borno state,reinforced from Ngandu village were said to be on their way to Mainok  ///  along Maiduguri-Damaturu road,11.64518,12.45165,21
Edo state,Edo State,6.5,6,21
Kano state,Kano State,11.5,8.5,21
Kaduna state,"Kabamu - Fadan Karshi village, Sanga LGA",9.25,8.45,21
Plateau state,Rim village,9.549489,8.749844,21
Taraba state,Tunari Village,7.91667,10.06667,21
Yobe state,the town of Geidam,12.897,11.9304,21
Yobe state,"Yobe state, Buni Yadi military post",11.26889,11.99694,20
Yobe state,"Ngurum village, Gulani LGA",11.02617,11.80422,20
Yobe state,Kanamma (southern outskirts of),13.09969,12.1079,20
Yobe state,Damaturu-Maiduguri Road (in Yobe state),11.747,11.9608,20
Plateau state,"Zakupwang, Fan Village of Foron district of Barkin Ladi Local Government Are",9.670184,9.00465,20
Plateau state,"Zango, Plateau state",9.114567,9.926308,20
Plateau state,Wase town,9.1,9.966667,20
Rivers state,Port Harcourt (Abuloma area),4.777423,7.013404,20
Rivers state,in Kono-Bowe/Kono-boue community in Khana Local Government Area of Rivers State,4.63368,7.36451,20
Plateau state,Ropp village,9.50158,8.92788,20
Plateau state,"Karkashi village, Langtang South LGA",8.539103,9.706028,20
Plateau state,Barkin Ladi LGA,9.54969,8.9344,20
Plateau state,Bakini Chiyawa town,8.616161,9.300689,20
Oyo state,Arinkinkin village,8.03333,3.9,20
Ondo state,Oroto town (near),6.07331,4.809321,20
Nasarawa state,Awe,8.1,9.13333,20
Kaduna state,Kurmin Masara village,9.84333,8.4407,20
Kogi state,"Sheria village, Bassa Local Government Area (LGA) of Kogi State",7.89635,7.06229,20
Edo state,"Benin City (Idu Owena, after Ugbowo, Isihor, Ugbiyoko, Textile Mill Road, New Benin and Igbesanwa)",6.335045,5.627492,20
Delta state,"Warri town (Ojudorgbene, Erekongbene and Gbarikodegbene communities)",5.5167,5.75,20
Federal Capital territory,Abuja town (Kuje and Nyanya areas),9.083333,7.533333,20
Federal Capital territory,Abuja (Nyanya),9.083333,7.533333,20
Borno state,"Walmure village, Konduga LGA",11.591862,13.506214,20
Borno state,"Sambisa forest (about 70km south of Maiduguri), Borno state",11.25,13.416667,20
Borno state,"Tumbun Ndjamena, Abadam LGA Lake Chad area",13.43162,13.31319,20
Borno state,"Tumbun Gini and Tumbun Ndjamena, Abadam LGA Lake Chad area",13.375603,13.507019,20
Borno state,"Monguno town, Borno state",12.67863,13.60792,20
Borno state,"Metele village, Lake Chad area",13.357646,13.426181,20
Borno state,"Ntsiha Village, Chibok LGA",10.845019,12.75177,20
Borno state,NGURO SOYE (near),11.46991,13.75786,20
Borno state,"Ngulde village, 178 kilometres south of Maiduguri, between Chibok and Askira towns",10.66611,12.54459,20
Borno state,Ngamdu village (outside),11.7593,12.2561,20
Borno state,"Ngangam village, about 50 kilometres away from Damasak, headquarters of Mobbar Local Government Area",13.09165,12.6966,20
Adamawa state,"Kikan community, Numan Local Government area of Adamawa  Kikan, Kodomun, Shafaran and Ketowal",9.46344,11.68068,20
