conflict_name,date_start,date_end,conflict_duration_days,type_of_violence,total_fatalities
Nigeria: Biafra,8/10/2021,8/12/2021,2,1,6
Nigeria: Islamic State,4/24/2015,4/26/2015,2,1,3
Nigeria: Islamic State,5/1/2015,5/3/2015,2,1,10
Agatu - Fulani,3/20/2015,3/22/2015,2,2,2
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora,9/8/2014,9/10/2014,2,2,70
Fulani - Jukun,8/22/2014,8/24/2014,2,2,13
Supporters of APC - Supporters of PDP,4/29/2016,5/1/2016,2,2,2
Nigeria: Islamic State,3/9/2016,3/11/2016,2,1,5
Nigeria: Islamic State,12/29/2018,12/31/2018,2,1,2
Nigeria: Islamic State,8/27/2018,8/29/2018,2,1,0
Nigeria: Islamic State,1/3/2018,1/5/2018,2,1,3
Nigeria: Islamic State,1/3/2018,1/5/2018,2,1,0
Nigeria: Islamic State,1/28/2018,1/30/2018,2,1,0
Nigeria: Islamic State,7/4/2017,7/6/2017,2,1,2
Birom - Fulani,11/23/2013,11/25/2013,2,2,3
Birom - Fulani,9/2/2019,9/4/2019,2,2,0
Fulani - Tiv,11/22/2011,11/24/2011,2,2,2
Fulani - Tiv,11/22/2011,11/24/2011,2,2,2
Fulani - Tiv,11/22/2011,11/24/2011,2,2,1
Fulani - Tiv,5/19/2012,5/21/2012,2,2,10
Boje - Nsadop,4/23/2012,4/25/2012,2,2,3
Christians (Nigeria) - Muslims (Nigeria),4/18/2011,4/20/2011,2,2,126
Christians (Nigeria) - Muslims (Nigeria),4/18/2011,4/20/2011,2,2,90
Christians (Nigeria) - Muslims (Nigeria),4/18/2011,4/20/2011,2,2,90
Christians (Nigeria) - Muslims (Nigeria),4/18/2011,4/20/2011,2,2,125
Christians (Nigeria) - Muslims (Nigeria),4/18/2011,4/20/2011,2,2,125
Christians (Nigeria) - Muslims (Nigeria),4/18/2011,4/20/2011,2,2,125
Christians (Nigeria) - Muslims (Nigeria),8/19/2016,8/21/2016,2,2,1
Christians (Nigeria) - Muslims (Nigeria),8/1/2016,8/3/2016,2,2,11
Christians (Nigeria) - Muslims (Nigeria),6/7/2012,6/9/2012,2,2,7
Christians (Nigeria) - Muslims (Nigeria),2/21/2006,2/23/2006,2,2,32
Christians (Nigeria) - Muslims (Nigeria),4/13/2010,4/15/2010,2,2,0
Christians (Nigeria) - Muslims (Nigeria),2/18/2004,2/20/2004,2,2,3
Christians (Nigeria) - Muslims (Nigeria),11/21/2002,11/23/2002,2,2,175
Fulani - Tarok,6/5/2015,6/7/2015,2,2,0
Ijaw - Ilaje,7/31/1999,8/2/1999,2,2,50
Jukun - Tiv,4/1/2019,4/3/2019,2,2,5
Jukun - Tiv,6/21/2019,6/23/2019,2,2,3
Kwala - Tiv,4/3/2001,4/5/2001,2,2,50
Jukun - Tiv,4/2/2019,4/4/2019,2,2,2
Ife - Modakeke,9/22/1997,9/24/1997,2,2,30
Ife - Modakeke,3/18/2000,3/20/2000,2,2,11
Ife - Modakeke,3/18/2000,3/20/2000,2,2,11
Hausa - Yoruba,3/15/2012,3/17/2012,2,2,1
Hausa - Yoruba,3/17/2012,3/19/2012,2,2,2
Hausa - Yoruba,2/12/2021,2/14/2021,2,2,3
Ijaw - Itsekiri,7/4/1998,7/6/1998,2,2,14
Fulani - Yugur,2/28/2003,3/2/2003,2,2,100
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1/25/2015,1/27/2015,2,3,100
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1/10/2018,1/12/2018,2,3,1
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,6/11/2017,6/13/2017,2,3,3
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,9/5/2014,9/7/2014,2,3,3
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,5/28/2017,5/30/2017,2,3,21
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,4/3/2014,4/5/2014,2,3,17
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,11/28/2013,11/30/2013,2,3,7
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,6/1/2014,6/3/2014,2,3,30
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,6/1/2014,6/3/2014,2,3,30
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,12/19/2014,12/21/2014,2,3,50
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,11/14/2014,11/16/2014,2,3,5
Government of Nigeria - Civilians,5/24/2002,5/26/2002,2,3,24
Government of Nigeria - Civilians,1/2/1999,1/4/1999,2,3,1
Nigeria: Government,3/27/2021,3/29/2021,2,1,7
Nigeria: Government,3/31/2021,4/2/2021,2,1,0
Atyap - Fulani,8/21/2021,8/23/2021,2,2,3
Atyap - Fulani,10/23/2021,10/25/2021,2,2,4
Nigeria: Government,1/25/2021,1/27/2021,2,1,1
Lunguda - Waja,6/8/2020,6/10/2020,2,2,23
Atyap - Fulani,7/18/2020,7/20/2020,2,2,3
Bassa Kwomu - Egbura Mozum,11/26/2016,11/28/2016,2,2,2
Bassa Kwomu - Egbura Mozum,5/18/2018,5/20/2018,2,2,0
Bassa Kwomu - Egbura Mozum,10/13/2020,10/15/2020,2,2,0
Bassa Kwomu - Egbura Mozum,10/8/2018,10/10/2018,2,2,17
Nigeria: Government,6/26/2018,6/28/2018,2,1,4
Nigeria: Government,8/22/2018,8/24/2018,2,1,3
Nigeria: Government,1/19/2020,1/21/2020,2,1,3
Nigeria: Government,8/26/2019,8/28/2019,2,1,3
Fulani - Irigwe,3/7/2018,3/9/2018,2,2,6
Fulani - Irigwe,3/7/2018,3/9/2018,2,2,10
Nigeria: Government,12/4/2017,12/6/2017,2,1,4
IS - Civilians,6/13/2020,6/15/2020,2,3,4
IS - Civilians,4/26/2015,4/28/2015,2,3,2
IS - Civilians,3/14/2018,3/16/2018,2,3,5
IS - Civilians,4/23/2021,4/25/2021,2,3,4
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,7/6/2012,7/8/2012,2,3,2
IS - Civilians,9/24/2021,9/26/2021,2,3,0
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,5/30/2012,6/1/2012,2,3,5
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2/16/2012,2/18/2012,2,3,1
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2/16/2012,2/18/2012,2,3,1
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,3/30/2012,4/1/2012,2,3,1
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,3/30/2012,4/1/2012,2,3,1
Government of Nigeria - Civilians,7/27/2019,7/29/2019,2,3,1
Government of Nigeria - Civilians,2/10/2020,2/12/2020,2,3,1
Government of Nigeria - Civilians,5/3/2013,5/5/2013,2,3,0
Nigeria: Islamic State,10/14/2020,10/16/2020,2,1,0
Nigeria: Islamic State,12/14/2020,12/16/2020,2,1,0
Nigeria: Islamic State,12/16/2020,12/18/2020,2,1,0
Nigeria: Islamic State,10/17/2020,10/19/2020,2,1,0
Nigeria: Islamic State,2/8/2021,2/10/2021,2,1,0
Nigeria: Islamic State,1/8/2021,1/10/2021,2,1,0
Nigeria: Government,7/3/2013,7/5/2013,2,1,0
Nigeria: Government,8/10/2013,8/12/2013,2,1,5
Nigeria: Islamic State,3/7/2021,3/9/2021,2,1,27
Nigeria: Islamic State,3/2/2021,3/4/2021,2,1,0
Nigeria: Government,2/18/2012,2/20/2012,2,1,1
Nigeria: Government,3/27/2012,3/29/2012,2,1,4
Nigeria: Government,4/29/2012,5/1/2012,2,1,0
Nigeria: Government,7/26/2009,7/28/2009,2,1,203
Nigeria: Government,7/10/2012,7/12/2012,2,1,5
Nigeria: Government,2/12/2012,2/14/2012,2,1,1
Nigeria: Government,7/26/2012,7/28/2012,2,1,2
Nigeria: Government,8/12/2012,8/14/2012,2,1,4
Nigeria: Government,8/29/2012,8/31/2012,2,1,1
Nigeria: Government,10/7/2012,10/9/2012,2,1,3
Nigeria: Islamic State,8/9/2020,8/11/2020,2,1,0
Nigeria: Islamic State,6/27/2020,6/29/2020,2,1,2
Nigeria: Islamic State,7/22/2020,7/24/2020,2,1,0
Nigeria: Islamic State,7/12/2020,7/14/2020,2,1,0
Deebam - NDV,6/6/2020,6/8/2020,2,2,2
Deebam - NDV,10/2/2020,10/4/2020,2,2,1
Ikot-Offiong community - Oku Iboku community,12/27/2016,12/29/2016,2,2,4
Fulani - Kadara,7/13/2017,7/15/2017,2,2,1
Fulani - Kadara,7/16/2017,7/18/2017,2,2,36
Nigeria: Government,12/6/2014,12/8/2014,2,1,10
Nigeria: Government,12/6/2014,12/8/2014,2,1,10
Fulani - Kadara,3/23/2020,3/25/2020,2,2,6
Nigeria: Government,1/28/2015,1/30/2015,2,1,2
Nigeria: Government,2/16/2015,2/18/2015,2,1,28
Nigeria: Government,2/16/2015,2/18/2015,2,1,27
Nigeria: Government,2/16/2015,2/18/2015,2,1,27
Nigeria: Government,2/16/2015,2/18/2015,2,1,27
Nigeria: Government,2/16/2015,2/18/2015,2,1,27
Nigeria: Government,2/16/2015,2/18/2015,2,1,84
Nigeria: Government,2/16/2015,2/18/2015,2,1,28
Nigeria: Government,2/16/2015,2/18/2015,2,1,27
Nigeria: Government,2/16/2015,2/18/2015,2,1,27
Nigeria: Government,2/17/2015,2/19/2015,2,1,119
Nigeria: Government,3/9/2015,3/11/2015,2,1,6
Nigeria: Government,11/4/2016,11/6/2016,2,1,9
Nigeria: Government,9/16/2017,9/18/2017,2,1,16
Nigeria: Government,9/16/2017,9/18/2017,2,1,2
Nigeria: Government,9/24/2017,9/26/2017,2,1,2
Nigeria: Government,8/29/2017,8/31/2017,2,1,40
Nigeria: Government,12/6/2014,12/8/2014,2,1,7
Nigeria: Government,11/16/2014,11/18/2014,2,1,4
Nigeria: Islamic State,4/6/2021,4/8/2021,2,1,9
Nigeria: Islamic State,4/6/2021,4/8/2021,2,1,9
Nigeria: Islamic State,4/6/2021,4/8/2021,2,1,8
Nigeria: Government,8/8/2014,8/10/2014,2,1,30
Nigeria: Government,8/8/2014,8/10/2014,2,1,29
Nigeria: Government,8/31/2014,9/2/2014,2,1,0
Nigeria: Government,3/15/2014,3/17/2014,2,1,9
Nigeria: Government,4/5/2014,4/7/2014,2,1,15
Nigeria: Government,4/5/2014,4/7/2014,2,1,15
Nigeria: Government,4/5/2014,4/7/2014,2,1,15
Nigeria: Government,5/30/2014,6/1/2014,2,1,4
Nigeria: Government,5/30/2014,6/1/2014,2,1,5
Nigeria: Government,6/24/2014,6/26/2014,2,1,55
Nigeria: Islamic State,7/17/2021,7/19/2021,2,1,0
Nigeria: Islamic State,8/26/2021,8/28/2021,2,1,0
Nigeria: Islamic State,9/24/2021,9/26/2021,2,1,25
Nigeria: Islamic State,10/17/2021,10/19/2021,2,1,20
Nigeria: Islamic State,4/21/2021,4/23/2021,2,1,0
Nigeria: Islamic State,4/21/2021,4/23/2021,2,1,0
Nigeria: Islamic State,7/2/2021,7/4/2021,2,1,0
Nigeria: Islamic State,4/16/2021,4/18/2021,2,1,0
Nigeria: Islamic State,11/22/2021,11/24/2021,2,1,13
Nigeria: Islamic State,12/12/2021,12/14/2021,2,1,6
IS - Yan Gora,12/11/2020,12/13/2020,2,2,0
IS - Yan Gora,12/14/2020,12/16/2020,2,2,0
IS - Yan Gora,10/3/2019,10/5/2019,2,2,2
Nigeria: Islamic State,10/4/2019,10/6/2019,2,1,0
Nigeria: Islamic State,3/29/2019,3/31/2019,2,1,16
Nigeria: Islamic State,5/21/2019,5/23/2019,2,1,0
Nigeria: Islamic State,5/23/2019,5/25/2019,2,1,1
Nigeria: Islamic State,9/6/2019,9/8/2019,2,1,0
Nigeria: Islamic State,1/31/2019,2/2/2019,2,1,0
Nigeria: Islamic State,2/23/2019,2/25/2019,2,1,0
Nigeria: Islamic State,3/5/2019,3/7/2019,2,1,0
Nigeria: Islamic State,3/12/2019,3/14/2019,2,1,17
Nigeria: Islamic State,3/12/2019,3/14/2019,2,1,22
Nigeria: Islamic State,5/31/2019,6/2/2019,2,1,5
Nigeria: Islamic State,5/31/2019,6/2/2019,2,1,1
Nigeria: Islamic State,5/31/2019,6/2/2019,2,1,1
Nigeria: Islamic State,2/12/2020,2/14/2020,2,1,0
Nigeria: Islamic State,3/3/2020,3/5/2020,2,1,0
Nigeria: Islamic State,2/21/2020,2/23/2020,2,1,0
Nigeria: Islamic State,3/20/2020,3/22/2020,2,1,0
Nigeria: Islamic State,3/25/2020,3/27/2020,2,1,0
Nigeria: Islamic State,1/9/2020,1/11/2020,2,1,3
Nigeria: Islamic State,5/17/2020,5/19/2020,2,1,0
Nigeria: Islamic State,6/15/2020,6/17/2020,2,1,0
Nigeria: Islamic State,3/11/2020,3/12/2020,1,1,7
Nigeria: Islamic State,6/8/2020,6/9/2020,1,1,0
Nigeria: Islamic State,5/19/2020,5/20/2020,1,1,5
Nigeria: Islamic State,4/9/2020,4/10/2020,1,1,17
Nigeria: Islamic State,5/1/2020,5/2/2020,1,1,78
Nigeria: Islamic State,5/1/2020,5/2/2020,1,1,56
Nigeria: Islamic State,12/24/2019,12/25/2019,1,1,0
Nigeria: Islamic State,1/4/2020,1/5/2020,1,1,3
Nigeria: Islamic State,3/1/2020,3/2/2020,1,1,3
Nigeria: Islamic State,1/23/2019,1/24/2019,1,1,10
Nigeria: Islamic State,1/23/2019,1/24/2019,1,1,3
Nigeria: Islamic State,1/26/2019,1/27/2019,1,1,5
Nigeria: Islamic State,1/4/2019,1/5/2019,1,1,0
Nigeria: Islamic State,1/17/2019,1/18/2019,1,1,9
Nigeria: Islamic State,8/31/2019,9/1/2019,1,1,2
Nigeria: Islamic State,8/31/2019,9/1/2019,1,1,1
Nigeria: Islamic State,12/30/2017,12/31/2017,1,1,8
Nigeria: Islamic State,5/19/2019,5/20/2019,1,1,21
Nigeria: Islamic State,12/3/2019,12/4/2019,1,1,1
Nigeria: Islamic State,11/1/2019,11/2/2019,1,1,3
Nigeria: Islamic State,11/1/2019,11/2/2019,1,1,2
Deebam - NDV,6/3/2016,6/4/2016,1,2,5
Deebam - NDV,6/3/2016,6/4/2016,1,2,5
Deebam - NDV,6/3/2016,6/4/2016,1,2,5
Nigeria: Islamic State,12/19/2021,12/20/2021,1,1,77
Nigeria: Islamic State,10/14/2021,10/15/2021,1,1,0
IS - Yan Gora,5/7/2015,5/8/2015,1,2,12
Nigeria: Islamic State,5/30/2021,5/31/2021,1,1,8
Nigeria: Government,6/27/2014,6/28/2014,1,1,9
Nigeria: Government,5/14/2014,5/15/2014,1,1,97
Nigeria: Government,2/18/2014,2/19/2014,1,1,1
Nigeria: Government,12/28/2013,12/29/2013,1,1,7
Nigeria: Government,3/1/2014,3/2/2014,1,1,4
Nigeria: Government,3/1/2014,3/2/2014,1,1,3
Nigeria: Government,3/22/2014,3/23/2014,1,1,3
Nigeria: Government,3/22/2014,3/23/2014,1,1,3
Nigeria: Government,3/22/2014,3/23/2014,1,1,3
Nigeria: Government,3/22/2014,3/23/2014,1,1,3
Nigeria: Government,3/22/2014,3/23/2014,1,1,3
Nigeria: Government,3/22/2014,3/23/2014,1,1,2
Nigeria: Government,3/22/2014,3/23/2014,1,1,2
Nigeria: Government,9/19/2014,9/20/2014,1,1,48
Nigeria: Government,8/9/2014,8/10/2014,1,1,15
Nigeria: Government,8/9/2014,8/10/2014,1,1,65
Nigeria: Government,8/9/2014,8/10/2014,1,1,4
Nigeria: Government,8/19/2014,8/20/2014,1,1,40
Nigeria: Government,8/24/2014,8/25/2014,1,1,15
Nigeria: Government,7/5/2014,7/6/2014,1,1,22
Nigeria: Government,7/5/2014,7/6/2014,1,1,1
Nigeria: Government,7/5/2014,7/6/2014,1,1,5
Nigeria: Government,7/5/2014,7/6/2014,1,1,22
Nigeria: Government,3/29/2014,3/30/2014,1,1,102
Nigeria: Government,9/16/2014,9/17/2014,1,1,63
Nigeria: Government,10/19/2014,10/20/2014,1,1,25
Nigeria: Government,6/10/2017,6/11/2017,1,1,2
Nigeria: Government,1/12/2017,1/13/2017,1,1,5
Nigeria: Government,1/12/2017,1/13/2017,1,1,8
Nigeria: Government,8/22/2016,8/23/2016,1,1,2
Nigeria: Government,11/30/2016,12/1/2016,1,1,19
Nigeria: Government,5/18/2017,5/19/2017,1,1,3
Nigeria: Government,2/9/2017,2/10/2017,1,1,38
Nigeria: Government,9/17/2016,9/18/2016,1,1,0
Nigeria: Government,1/25/2015,1/26/2015,1,1,27
Nigeria: Government,1/25/2015,1/26/2015,1,1,26
Nigeria: Government,2/9/2015,2/10/2015,1,1,8
Nigeria: Government,2/20/2015,2/21/2015,1,1,3
Nigeria: Islamic State,7/14/2021,7/15/2021,1,1,11
Fulani - Kadara,3/25/2020,3/26/2020,1,2,29
Nigeria: Government,1/11/2015,1/12/2015,1,1,26
Fulani - Kadara,2/10/2019,2/11/2019,1,2,11
IS - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,9/30/2021,10/1/2021,1,2,24
IPOB - Civilians,4/25/2021,4/26/2021,1,3,0
Ikot-Offiong community - Oku Iboku community,4/29/2017,4/30/2017,1,2,0
Deebam - NDV,4/23/2019,4/24/2019,1,2,4
Deebam - NDV,8/6/2017,8/7/2017,1,2,3
IS - Yan Gora,9/20/2020,9/21/2020,1,2,2
Nigeria: Islamic State,9/6/2020,9/7/2020,1,1,1
Nigeria: Government,11/18/2012,11/19/2012,1,1,35
Nigeria: Islamic State,6/24/2020,6/25/2020,1,1,3
Nigeria: Islamic State,6/24/2020,6/25/2020,1,1,12
Nigeria: Government,9/23/2012,9/24/2012,1,1,37
Nigeria: Government,8/4/2012,8/5/2012,1,1,6
Nigeria: Government,8/4/2012,8/5/2012,1,1,1
Nigeria: Government,9/5/2012,9/6/2012,1,1,16
Nigeria: Government,7/26/2012,7/27/2012,1,1,2
Nigeria: Government,7/26/2012,7/27/2012,1,1,2
Nigeria: Government,7/26/2009,7/27/2009,1,1,11
Nigeria: Government,3/24/2012,3/25/2012,1,1,6
Nigeria: Government,6/18/2012,6/19/2012,1,1,40
Nigeria: Government,7/26/2009,7/27/2009,1,1,12
Nigeria: Government,7/26/2009,7/27/2009,1,1,1
Nigeria: Islamic State,1/14/2021,1/15/2021,1,1,2
Nigeria: Government,1/30/2013,1/31/2013,1,1,9
Nigeria: Government,1/30/2013,1/31/2013,1,1,9
Nigeria: Government,3/4/2013,3/5/2013,1,1,0
Nigeria: Islamic State,12/12/2020,12/13/2020,1,1,22
Nigeria: Government,8/5/2013,8/6/2013,1,1,20
Nigeria: Government,9/5/2013,9/6/2013,1,1,50
Nigeria: Government,10/26/2013,10/27/2013,1,1,4
Nigeria: Government,5/25/2013,5/26/2013,1,1,5
Nigeria: Government,5/16/2013,5/17/2013,1,1,0
Nigeria: Government,4/16/2013,4/17/2013,1,1,183
Nigeria: Islamic State,1/15/2021,1/16/2021,1,1,3
Nigeria: Islamic State,2/15/2021,2/16/2021,1,1,8
Government of Nigeria - Civilians,5/1/2015,5/2/2015,1,3,10
Government of Nigeria - Civilians,5/1/2015,5/2/2015,1,3,9
Government of Nigeria - Civilians,5/1/2015,5/2/2015,1,3,9
Government of Nigeria - Civilians,9/10/2011,9/11/2011,1,3,3
Government of Nigeria - Civilians,11/13/1999,11/14/1999,1,3,0
Government of Nigeria - Civilians,8/9/2003,8/10/2003,1,3,1
Government of Nigeria - Civilians,12/17/2015,12/18/2015,1,3,5
Government of Nigeria - Civilians,5/29/2016,5/30/2016,1,3,17
Government of Nigeria - Civilians,5/29/2016,5/30/2016,1,3,17
IS - Civilians,3/14/2015,3/15/2015,1,3,4
IS - Civilians,7/2/2015,7/3/2015,1,3,11
IS - Civilians,3/25/2015,3/26/2015,1,3,2
IS - Civilians,5/6/2015,5/7/2015,1,3,8
IS - Civilians,8/5/2015,8/6/2015,1,3,9
IS - Civilians,7/10/2015,7/11/2015,1,3,43
IS - Civilians,12/27/2015,12/28/2015,1,3,21
IS - Civilians,12/27/2015,12/28/2015,1,3,34
Government of Nigeria - Civilians,10/25/2006,10/26/2006,1,3,10
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,7/26/2009,7/27/2009,1,3,1
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,7/26/2012,7/27/2012,1,3,2
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,7/26/2012,7/27/2012,1,3,3
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,7/26/2012,7/27/2012,1,3,1
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,7/26/2012,7/27/2012,1,3,1
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2/3/2013,2/4/2013,1,3,2
IS - Civilians,8/24/2019,8/25/2019,1,3,4
IS - Civilians,3/13/2021,3/14/2021,1,3,22
IS - Civilians,1/28/2020,1/29/2020,1,3,3
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,6/4/2011,6/5/2011,1,3,0
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,10/29/2011,10/30/2011,1,3,0
IS - Civilians,12/12/2015,12/13/2015,1,3,6
Government of Nigeria - Civilians,1/28/2019,1/29/2019,1,3,1
IS - Civilians,12/1/2015,12/2/2015,1,3,6
IS - Civilians,4/19/2016,4/20/2016,1,3,0
IS - Civilians,12/29/2019,12/30/2019,1,3,1
IS - Civilians,6/24/2019,6/25/2019,1,3,20
Nigeria: Government,3/8/2015,3/9/2015,1,1,158
Nigeria: Government,3/8/2015,3/9/2015,1,1,157
Fulani - Irigwe,3/23/2020,3/24/2020,1,2,5
Fulani - Irigwe,3/31/2020,4/1/2020,1,2,3
Fulani - Irigwe,4/1/2020,4/2/2020,1,2,7
Fulani - Irigwe,4/14/2020,4/15/2020,1,2,9
Fulani - Irigwe,2/14/2021,2/15/2021,1,2,3
Fulani - Irigwe,2/14/2021,2/15/2021,1,2,1
Fulani - Irigwe,10/14/2017,10/15/2017,1,2,6
Nigeria: Government,2/27/2018,2/28/2018,1,1,4
Nigeria: Government,2/27/2018,2/28/2018,1,1,3
Nigeria: Government,9/23/2018,9/24/2018,1,1,1
Nigeria: Government,8/28/2019,8/29/2019,1,1,2
Fulani - Irigwe,7/31/2021,8/1/2021,1,2,5
Nigeria: Government,2/22/2018,2/23/2018,1,1,1
Nigeria: Government,2/22/2018,2/23/2018,1,1,1
Nigeria: Government,7/13/2018,7/14/2018,1,1,32
Nigeria: Government,8/14/2019,8/15/2019,1,1,3
Nigeria: Government,6/16/2020,6/17/2020,1,1,3
Nigeria: Government,6/18/2020,6/19/2020,1,1,2
Nigeria: Government,6/18/2020,6/19/2020,1,1,1
Lunguda - Waja,10/23/2018,10/24/2018,1,2,31
Nigeria: Government,1/26/2015,1/27/2015,1,1,3
Bassa Kwomu - Egbura Mozum,11/15/1997,11/16/1997,1,2,10
Bassa Kwomu - Egbura Mozum,1/10/2019,1/11/2019,1,2,2
Bwatiye - Fulani,1/8/2018,1/9/2018,1,2,5
Bwatiye - Fulani,1/8/2018,1/9/2018,1,2,5
Bwatiye - Fulani,1/8/2018,1/9/2018,1,2,5
Bwatiye - Fulani,1/8/2018,1/9/2018,1,2,10
Atyap - Fulani,8/5/2020,8/6/2020,1,2,20
Ichen - Tiv,6/4/2020,6/5/2020,1,2,4
Atyap - Fulani,7/10/2020,7/11/2020,1,2,13
Ichen - Tiv,5/2/2020,5/3/2020,1,2,0
Fulani - Yandang,7/4/2018,7/5/2018,1,2,2
Bonta Boys - Civilians,7/19/2021,7/20/2021,1,3,31
Chabo - Hausa,5/14/2020,5/15/2020,1,2,34
Atyap - Fulani,4/12/2021,4/13/2021,1,2,1
Ezza - Korri,1/23/2021,1/24/2021,1,2,7
Government of Nigeria - Civilians,10/30/1990,10/31/1990,1,3,80
Government of Nigeria - Civilians,5/3/1993,5/4/1993,1,3,1
Nigeria: Government,10/18/2021,10/19/2021,1,1,4
Government of Nigeria - Civilians,10/23/2001,10/24/2001,1,3,20
Government of Nigeria - Civilians,3/2/2005,3/3/2005,1,3,1
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,3/3/2015,3/4/2015,1,3,3
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,8/10/2014,8/11/2014,1,3,3
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,7/17/2014,7/18/2014,1,3,46
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,10/2/2014,10/3/2014,1,3,18
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,10/2/2014,10/3/2014,1,3,18
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,10/2/2014,10/3/2014,1,3,17
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,10/2/2014,10/3/2014,1,3,17
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,10/5/2014,10/6/2014,1,3,7
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,11/28/2013,11/29/2013,1,3,17
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2/17/2014,2/18/2014,1,3,11
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,4/12/2014,4/13/2014,1,3,30
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,4/12/2014,4/13/2014,1,3,7
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,11/13/2014,11/14/2014,1,3,6
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2/15/2015,2/16/2015,1,3,40
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,8/23/2017,8/24/2017,1,3,5
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,5/3/2018,5/4/2018,1,3,4
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1/15/2018,1/16/2018,1,3,3
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,7/18/2019,7/19/2019,1,3,2
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,9/7/2017,9/8/2017,1,3,5
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,9/7/2017,9/8/2017,1,3,4
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,11/11/2017,11/12/2017,1,3,2
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,9/1/2014,9/2/2014,1,3,51
Supporters of AD - Supporters of PDP,3/11/2003,3/12/2003,1,2,0
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,12/24/2020,12/25/2020,1,3,3
Supporters of ANPP - Supporters of PDP,5/8/2004,5/9/2004,1,2,16
Supporters of ANPP - Supporters of PDP,5/15/2004,5/16/2004,1,2,20
Hausa - Yoruba,7/24/1999,7/25/1999,1,2,30
Hausa - Yoruba,1/5/2000,1/6/2000,1,2,3
Hausa - Yoruba,7/17/1999,7/18/1999,1,2,60
Hausa - Yoruba,3/2/2016,3/3/2016,1,2,12
Ijaw - Itsekiri,6/15/1997,6/16/1997,1,2,18
Ife - Modakeke,8/4/1998,8/5/1998,1,2,5
Ife - Modakeke,11/10/1997,11/11/1997,1,2,8
Jukun - Tiv,4/13/2019,4/14/2019,1,2,2
Ijaw - Itsekiri,8/2/2003,8/3/2003,1,2,20
Ijaw - Itsekiri,1/24/2004,1/25/2004,1,2,4
Ijaw - Itsekiri,1/24/2004,1/25/2004,1,2,3
